entry_id,specimen_id,specimen_scale,source,title,authors,year,frm_h,frm_l,col_h,col_d,bm_h,bm_t,bbm_h,bbm_t,slb_d,slb_h,col_ext,bm_ext,bbm_ext,inf_type,inf_opn_type,inf_win_h,inf_win_v,inf_win_ph,inf_win_pv,inf_door_h,inf_door_v,inf_door_ph,inf_door_pv,inf_dp,inf_bnd_pat,inf_inff_intfc,inf_interface_bottom,inf_interface_left,inf_interface_top,inf_interface_right,inf_ul,inf_uh,inf_ut,inf_uhead_t,inf_ubed_t,col_cover,col_long_reinf_corner,col_long_reinf_top,col_long_reinf_mid,col_long_reinf_bot,col_trans_crit_top_distance,col_trans_crit_top_reinf,col_trans_crit_bot_distance,col_trans_crit_bot_reinf,col_trans_mid_reinf,bm_cover,bm_long_reinf_corner,bm_long_reinf_top,bm_long_reinf_mid,bm_long_reinf_bot,bm_trans_crit_left_distance,bm_trans_crit_left_reinf,bm_trans_crit_right_distance,bm_trans_crit_right_reinf,bm_trans_mid_reinf,bbm_cover,bbm_long_reinf_corner,bbm_long_reinf_top,bbm_long_reinf_mid,bbm_long_reinf_bot,bbm_trans_crit_left_distance,bbm_trans_crit_left_reinf,bbm_trans_crit_right_distance,bbm_trans_crit_right_reinf,bbm_trans_mid_reinf,slb_cover,slb_top_l_reinf,slb_top_d_reinf,slb_bot_l_reinf,slb_bot_d_reinf,fc,Ec,conc_prop_day,conc_density,fy,fu,Ey,stl_density,inf_unit_density,inf_mortar_density,inf_unit_compressive_strength_length,inf_unit_compressive_strength_height,inf_unit_compressive_strength_width,inf_mortar_type,inf_mortar_compressive_strength,inf_assembly_compressive_strength_height,inf_assembly_compressive_strength_diagonal,inp_loading_protocol,inp_cyclic_number_of_cycles,inp_cyclic_repetition,inp_cyclic_protocol,inp_column_vertical_load,inp_beam_vertical_load,oop_loading_protocol,oop_cyclic_number_of_cycles,oop_cyclic_repetition,oop_cyclic_protocol,oop_column_vertical_load,oop_beam_vertical_load,glb_initial_stiffness,glb_peak_lateral_load,glb_drift_at_peak_lateral_load,glb_peak_lateral_drift,glb_load_at_peak_lateral_drift,glb_energy_dissipation,glb_failure_mode,lcl_crack_pattern,lcl_failure_mechanism,lcl_damage_progression,lcl_strain_distribution,retrofit_techniques,comments
97,Bare B,0.5,https://hdl.handle.net/1911/13956,In-Plane Cyclic Response of Reinforced Concrete Frames with Unreinforced Masonry Infills,Sarah Haider,1995,2324.1,2514.6,304.8,304.8,254.0,254.0,431.8,404.8,0.0,0.0,330.2,330.2,350,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.95,4#19.05,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,#9.525@127,21.95,4#19.05,0#0,2#19.05,0#0,0.0,0#0@0,0.0,0#0@0,#9.525@127,21.95,4#19.05,1#19.05,2#19.05,1#19.05,304.79999999999995,#12.7@101.6,304.79999999999995,#12.7@101.6,#12.7@215.9,0.0,0#0@0,0#0@0,0#0@0,0#0@0,35.2,0.0,0.0,0.0,337.8,503.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,cyclic,3,increasing,custom,0.0,0.0,none,0,none,none,0.0,0.0,7700.0,96.74,0.01,0.01,96.74,0.0,Ductile frame behavior with higher strength capacity due to larger column dimensions (12x12 inches vs 10x10 inches). Stable hysteretic loops with minimal pinching observed.,Symmetrical crack patterns at beam-column joints for forward and reverse loading. Similar pattern to Frame A but with higher load capacity.,Progressive joint cracking with formation of plastic hinges. Stiffer frame exhibited fatter hysteretic loops indicating greater energy dissipation.,Initial cracking followed by progressive stiffness degradation. Strength and stiffness for successive cycles at constant drift were smaller than initial loading values. Maximum deformation of 0.865 inches achieved.,none,none,none
98,Bare C,0.5,https://hdl.handle.net/1911/13956,In-Plane Cyclic Response of Reinforced Concrete Frames with Unreinforced Masonry Infills,Sarah Haider,1995,2324.1,2057.4,254,254,254.0,254.0,431.8,404.8,0.0,0.0,330.2,330.2,350,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.95,4#19.05,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,#9.525@127,21.95,4#19.05,0#0,2#19.05,0#0,0.0,0#0@0,0.0,0#0@0,#9.525@127,21.95,4#19.05,1#19.05,2#19.05,1#19.05,304.79999999999995,#12.7@101.6,304.79999999999995,#12.7@101.6,#12.7@215.9,0.0,0#0@0,0#0@0,0#0@0,0#0@0,37.5,0.0,0.0,0.0,337.8,503.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,cyclic,3,increasing,custom,0.0,0.0,none,0,none,none,0.0,0.0,5210.0,62.81,0.01,0.01,62.81,0.0,Ductile frame behavior with aspect ratio of 0.75 (lower than Frames A and B). Frame exhibited stable hysteretic response with little pinching.,Symmetrical crack development at critical sections including beam-column joints. Crack pattern influenced by smaller opening width (61 inches).,Flexural cracking at joints with progressive widening under cyclic loading. New cracks formed on first cycle with extension on subsequent cycles.,Progressive stiffness degradation after initial cracking at 0.041 in drift. Continued stiffness decrease with subsequent load cycles.,none,none,none
99,Bare D,0.5,https://hdl.handle.net/1911/13956,In-Plane Cyclic Response of Reinforced Concrete Frames with Unreinforced Masonry Infills,Sarah Haider,1995,2324.1,2057.4,304.8,304.8,254.0,304.8,431.8,404.8,0.0,0.0,330.2,330.2,350,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.95,4#19.05,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,#9.525@127,21.95,4#19.05,0#0,2#19.05,0#0,0.0,0#0@0,0.0,0#0@0,#9.525@127,21.95,4#19.05,1#19.05,2#19.05,1#19.05,304.79999999999995,#12.7@101.6,304.79999999999995,#12.7@101.6,#12.7@215.9,0.0,0#0@0,0#0@0,0#0@0,0#0@0,38.2,0.0,0.0,0.0,337.8,503.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,cyclic,3,increasing,custom,0.0,0.0,none,0,none,none,0.0,0.0,7430.0,98.74,0.01,0.01,98.74,0.0,Ductile frame behavior with lowest aspect ratio (0.70) and increased column stiffness. Higher strength capacity compared to frames with similar column dimensions.,Symmetrical cracking at beam-column joints. Smallest opening width (57 inches) influenced crack distribution.,Joint cracking with plastic hinge formation. Stiffer frame with higher moment capacity exhibited greater load resistance.,Initial cracking at 0.037 in drift followed by progressive damage. Stiffness degradation with repeated cycling but maintained higher overall stiffness than more flexible frames.,none,none,none
100,A-1,0.5,https://hdl.handle.net/1911/13956,In-Plane Cyclic Response of Reinforced Concrete Frames with Unreinforced Masonry Infills,Sarah Haider,1995,2324.1,2514.6,254.0,254.0,254.0,254.0,431.8,354,0.0,0.0,330.2,330.2,350,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.45,running,mortar_bond,5,5,5,5,193.7,57.2,88.9,5,5,21.95,4#19.05,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,#9.525@127,21.95,4#19.05,0#0,2#19.05,0#0,0.0,0#0@0,0.0,0#0@0,#9.525@127,21.95,4#19.05,1#19.05,2#19.05,1#19.05,304.79999999999995,#12.7@101.6,304.79999999999995,#12.7@101.6,#12.7@215.9,0.0,0#0@0,0#0@0,0#0@0,0#0@0,34.3,0.0,0.0,0.0,337.8,503.4,0.0,0.0,0.0,0.0,0.0,38.88,0.0,Type S,18.74,6.8,0.0,cyclic,3,increasing,custom,0.0,0.0,none,0,none,none,0.0,0.0,0.0,223,0.01,0.04,138.9,0.0,Buckling failure of infill acting as diagonal compression strut with out-of-plane deformation. Formation of plastic hinges at base of tension column with extensive concrete crushing. High amplitude in-plane drifts resulted in out-of-plane failure.,Boundary separation cracking symmetrical for forward and reverse loading initiated at unloaded corners. First diagonal crack at 0.5% drift at panel center. Horizontal bedding cracks at midheight adjacent to tension column at 1.0% drift. Vertical tension cracks near beam-compression column junction at 1.5% drift.,Initial boundary separation followed by diagonal strut action. Primary diagonal strut degradation led to secondary compression strut development. Buckling of degraded compression struts governed final failure with crushing and out-of-plane fall-out of core bricks at strut intersections.,First distress at 0.25% drift with panel-frame separation. Diagonal cracking at 0.5% drift. Horizontal bedding cracks at 1.0% drift from tensile stress transfer. Vertical cracks at 1.5% drift defining secondary strut limits. Maximum strength at 1.0% drift followed by progressive crushing and loosening.,none,none,none
101,B-1,0.5,https://hdl.handle.net/1911/13956,In-Plane Cyclic Response of Reinforced Concrete Frames with Unreinforced Masonry Infills,Sarah Haider,1995,2324.1,2514.6,304.8,304.8,254.0,254.0,431.8,404.8,0.0,0.0,330.2,330.2,350,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.45,running,mortar_bond,5,5,5,5,193.7,57.2,88.9,5,5,21.95,4#19.05,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,#9.525@127,21.95,4#19.05,0#0,2#19.05,0#0,0.0,0#0@0,0.0,0#0@0,#9.525@127,21.95,4#19.05,1#19.05,2#19.05,1#19.05,304.79999999999995,#12.7@101.6,304.79999999999995,#12.7@101.6,#12.7@215.9,0.0,0#0@0,0#0@0,0#0@0,0#0@0,35.2,0.0,0.0,0.0,337.8,503.4,0.0,0.0,0.0,0.0,0.0,38.88,0.0,Type S,18.74,6.8,0.0,cyclic,3,increasing,custom,0.0,0.0,none,0,none,none,0.0,0.0,0.0,272.8,0.015,0.04,206.4,0.0,Out-of-plane buckling failure of infill panel after complete separation from bounding frame. Test terminated at 4.0% drift due to severe out-of-plane tilting. Similar buckling behavior to A-1 with aspect ratio near 1.0.,Boundary separation cracking symmetrical for forward and reverse loading. First diagonal step crack at 0.5% drift at panel center where diagonal tension was maximum. Distributed diagonal cracking pattern.,Diagonal compression strut action after boundary separation. Progressive strut degradation with crushing at intersections. Buckling of compression struts led to complete panel separation and out-of-plane tilting.,Initial distress at 0.25% drift with tensile separation at panel-frame interface. Diagonal cracking at 0.5% drift. Progressive crack widening and extension with load cycling. Maximum strength at 1.5% drift. Severe degradation beyond 2.0% drift culminating in complete separation at 4.0%.,none,none,none
102,C-2,0.5,https://hdl.handle.net/1911/13956,In-Plane Cyclic Response of Reinforced Concrete Frames with Unreinforced Masonry Infills,Sarah Haider,1995,2324.1,2057.4,254,254,254.0,254.0,431.8,404.8,0.0,0.0,330.2,330.2,350,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.45,running,mortar_bond,5,5,5,5,193.7,57.2,88.9,5,5,21.95,4#19.05,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,#9.525@127,21.95,4#19.05,0#0,2#19.05,0#0,0.0,0#0@0,0.0,0#0@0,#9.525@127,21.95,4#19.05,1#19.05,2#19.05,1#19.05,304.79999999999995,#12.7@101.6,304.79999999999995,#12.7@101.6,#12.7@215.9,0.0,0#0@0,0#0@0,0#0@0,0#0@0,37.5,0.0,0.0,0.0,337.8,503.4,0.0,0.0,0.0,0.0,0.0,38.88,0.0,Type S,18.74,6.8,0.0,cyclic,3,increasing,custom,0.0,0.0,none,0,none,none,0.0,0.0,0.0,176.4,0.015,0.015,176.4,0.0,Test abandoned due to extensive base beam cracking and loss of anchorage to reaction frame. More distributed diagonal cracking observed with development of secondary strut mechanism after primary strut degradation.,Boundary separation cracking symmetrical for forward and reverse loading. First diagonal crack at 0.5% drift for positive loading but delayed until 1.0% drift for negative loading due to base slip. More distributed diagonal cracking compared to specimens with higher aspect ratios.,Diagonal strut action with more distributed cracking pattern. Secondary strut mechanism developed after primary diagonal degraded. Base beam failure governed overall response rather than infill failure.,Initial panel-frame separation at 0.25% drift. Asymmetric diagonal cracking (0.5% vs 1.0%) due to base slip issues. Progressive distributed cracking with repeated cycling. Extensive base beam cracking led to test termination before ultimate infill capacity reached.,none,none,none
103,D-2,0.5,https://hdl.handle.net/1911/13956,In-Plane Cyclic Response of Reinforced Concrete Frames with Unreinforced Masonry Infills,Sarah Haider,1995,2324.1,2057.4,304.8,304.8,254.0,304.8,431.8,404.8,0.0,0.0,330.2,330.2,350,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.45,running,mortar_bond,5,5,5,5,193.7,57.2,88.9,5,5,21.95,4#19.05,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,#9.525@127,21.95,4#19.05,0#0,2#19.05,0#0,0.0,0#0@0,0.0,0#0@0,#9.525@127,21.95,4#19.05,1#19.05,2#19.05,1#19.05,304.79999999999995,#12.7@101.6,304.79999999999995,#12.7@101.6,#12.7@215.9,0.0,0#0@0,0#0@0,0#0@0,0#0@0,38.2,0.0,0.0,0.0,337.8,503.4,0.0,0.0,0.0,0.0,0.0,38.88,0.0,Type S,18.74,6.8,0.0,cyclic,3,increasing,custom,0.0,0.0,none,0,none,none,0.0,0.0,0.0,240.2,0.015,0.04,174.5,0.0,Widely distributed diagonal cracking attributed to greater bounding frame stiffness and lower aspect ratio (0.70). More distributed failure pattern compared to near-square infills A-1 and B-1.,Boundary separation cracking symmetrical for forward and reverse loading. First diagonal crack at 0.5% drift. Widely distributed diagonal cracks throughout panel rather than concentrated along single diagonal. Multiple parallel diagonal cracks observed.,Diagonal compression strut action with better distribution due to stiffer confining frame. Multiple strut mechanisms developed simultaneously. Less pronounced buckling behavior compared to A-1 and B-1 due to lower aspect ratio and stiffer frame.,Initial distress at 0.25% drift with boundary separation. Diagonal cracking at 0.5% drift with progressive distribution of additional cracks. Maximum strength at 1.5% drift. More gradual strength degradation post-peak compared to higher aspect ratio specimens.,none,none,none
104,B,0.3333333333333333,https://doi.org/10.1080/13632460701299138,Influence of Masonry Strength and Openings on Infilled R/C Frames Under Cycling Loading,"D. J. Kakaletsis, C. G. Karayannis",2008,1000.0,1500.0,150.0,150.0,200.0,100.0,500,150,0.0,0.0,0.0,0.0,250,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4#5.6,1#5.6,2#5.6,1#5.6,0.0,0#0@0,0.0,0#0@0,#3@34,15,4#5.6,0#0,2#5.6,0#0,360,#3@40,360,#3@40,#3@66,30,4#5.6,2#5.6,8#5.6,2#5.6,420,#3@60,420,#3@60,#3@136.6,0.0,0#0@0,0#0@0,0#0@0,0#0@0,28.5,0.0,0.0,0.0,390.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,cyclic,2,increasing,none,50.0,0.0,none,0,none,none,0.0,0.0,8340.0,44.27,0.0155,0.0405,33.89,0.0,"Flexural failure with plastic hinge formation at column ends and beam ends, followed by concrete spalling and crushing in columns at high drift levels","Flexural cracks first appeared at the bottom of the left column at 0.4% drift, followed by cracks at beam ends near column faces at 0.6% drift, with bottom beam cracks appearing before top cracks","Formation of plastic hinges at predicted critical locations (column tops, column bottoms, and beam ends) following the distribution of applied moments",Initial cracking at column base (0.4% drift) -> beam cracking near column face (0.6% drift) -> progressive crack widening -> spalling and crushing of concrete in columns (2.8% drift),"Largest moments and smallest axial compression occurred at the bottom of the left column, leading to first crack formation at this location",none,manual add stirrups at beam-column joint
105,S,0.3333333333333333,https://doi.org/10.1080/13632460701299138,Influence of Masonry Strength and Openings on Infilled R/C Frames Under Cycling Loading,"D. J. Kakaletsis, C. G. Karayannis",2008,1000.0,1500.0,150.0,150.0,200.0,100.0,500,150,0.0,0.0,0.0,0.0,250,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,running,mortar_bond,6.0,6.0,6.0,6.0,93.0,60.0,60.0,6.0,6.0,15.0,4#5.6,1#5.6,2#5.6,1#5.6,0.0,0#0@0,0.0,0#0@0,#3@34,15,4#5.6,0#0,2#5.6,0#0,360,#3@40,360,#3@40,#3@66,30,4#5.6,2#5.6,8#5.6,2#5.6,420,#3@60,420,#3@60,#3@136.6,0.0,0#0@0,0#0@0,0#0@0,0#0@0,28.5,0.0,0.0,0.0,390.5,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,M1 cement: lime: sand 1:1:6,1.53,2.63,0.0,cyclic,2,increasing,none,50.0,0.0,none,0,none,none,0.0,0.0,20710.0,81.46,0.0092,0.0398,28.93,0.0,"Infill-dominated failure characterized by internal crushing of the masonry panel, with plastic hinges developing in columns while lower column portions were braced by the bottom wall segment","Inclined cracks at approximately 45° angle in top compression corners at 0.3% drift, followed by horizontal sliding cracks along bed joints near mid-height of panel","Internal crushing in the infill dominated the failure at 1.9% drift, with plastic hinges forming at column tops and bottoms between 0.4-1.1% drift",Initial diagonal/sliding cracks in compression corners (0.3% drift) -> horizontal sliding cracks at mid-height -> plastic hinge development in columns (0.4-1.1% drift) -> progressive internal crushing of infill (1.9% drift),"Compressive strains concentrated in diagonal compression zones of the infill, with flexural strains in columns developing above the braced lower portions",none,manual add stirrups at beam-column joint
106,IS,0.3333333333333333,https://doi.org/10.1080/13632460701299138,Influence of Masonry Strength and Openings on Infilled R/C Frames Under Cycling Loading,"D. J. Kakaletsis, C. G. Karayannis",2008,1000.0,1500.0,150.0,150.0,200.0,100.0,500,150,0.0,0.0,0.0,0.0,250,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,running,mortar_bond,6.0,6.0,6.0,6.0,95.0,45.0,52.0,6.0,6.0,15.0,4#5.6,1#5.6,2#5.6,1#5.6,0.0,0#0@0,0.0,0#0@0,#3@34,15,4#5.6,0#0,2#5.6,0#0,360,#3@40,360,#3@40,#3@66,30,4#5.6,2#5.6,8#5.6,2#5.6,420,#3@60,420,#3@60,#3@136.6,0.0,0#0@0,0#0@0,0#0@0,0#0@0,28.5,0.0,0.0,0.0,390.5,0.0,0.0,0.0,0.0,0.0,0.0,26.4,0.0,M1 cement: lime: sand 1:1:6,1.75,15.18,0.0,cyclic,2,increasing,none,50.0,0.0,none,0,none,none,0.0,0.0,21840.0,72.92,0.0136,0.04,46,0.0,"Infill sliding failure along bed joints, with plastic hinges developing in columns while the stronger masonry exhibited different failure characteristics compared to weak infill","Inclined cracks at approximately 45° angle in top compression corners at 0.3% drift, followed by horizontal sliding cracks along bed joints near panel mid-height","Sliding of infill along bed joints dominated the failure at 1.4% drift, while plastic hinges formed at column tops and bottoms between 0.4-1.1% drift",Initial diagonal/sliding cracks (0.3% drift) -> horizontal sliding crack development -> plastic hinge formation in columns (0.4-1.1% drift) -> dominant sliding failure along bed joints (1.4% drift),"Better distribution of cracking throughout the strong infill compared to weak infill, with compressive strains in diagonal zones and sliding strains along horizontal bed joints",none,manual add stirrups at beam-column joint
107,WO2,0.3333333333333333,https://doi.org/10.1080/13632460701299138,Influence of Masonry Strength and Openings on Infilled R/C Frames Under Cycling Loading,"D. J. Kakaletsis, C. G. Karayannis",2008,1000.0,1500.0,150.0,150.0,200.0,100.0,500,150,0.0,0.0,0.0,0.0,250,one_wythe,window,300,330,450,330,0.0,0.0,0.0,0.0,30.0,running,mortar_bond,6.0,6.0,6.0,6.0,93.0,60.0,60.0,6.0,6.0,15.0,4#5.6,1#5.6,2#5.6,1#5.6,0.0,0#0@0,0.0,0#0@0,#3@34,15,4#5.6,0#0,2#5.6,0#0,360,#3@40,360,#3@40,#3@66,30,4#5.6,2#5.6,8#5.6,2#5.6,420,#3@60,420,#3@60,#3@136.6,0.0,0#0@0,0#0@0,0#0@0,0#0@0,28.5,0.0,0.0,0.0,390.5,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,M1 cement: lime: sand 1:1:6,1.53,2.63,0.0,cyclic,2,increasing,none,50.0,0.0,none,0,none,none,0.0,0.0,14550.0,66.56,0.0111,0.0409,38,0.0,"Combined failure of masonry piers through interior crushing at 2.0% drift and corner crushing at 3.5% drift, with plastic hinges in columns and sliding failure in wall segments above and below the window opening","Major diagonal/sliding cracks in infill at 0.3-0.4% drift, flexural cracks in column external faces above bottom segment (up to 330mm height) and between beam and window top, with beam cracks at mid-span rather than near columns","Interior crushing of piers from shear failure at 2.0% drift, followed by corner crushing at one or both piers at 3.5% drift, while bottom and upper wall segments failed by sliding along bed joints",First major diagonal/sliding crack (0.3-0.4% drift) -> plastic hinges in columns (0.4-0.9% drift) -> sliding failure in wall segments -> interior pier crushing (2.0% drift) -> corner crushing of piers (3.5% drift),"Columns braced by bottom wall segment up to opening height, with compressive bearing from upper segment at beam-column intersection, resulting in strut formation in piers",none,manual add stirrups at beam-column joint
108,IWO2,0.3333333333333333,https://doi.org/10.1080/13632460701299138,Influence of Masonry Strength and Openings on Infilled R/C Frames Under Cycling Loading,"D. J. Kakaletsis, C. G. Karayannis",2008,1000.0,1500.0,150.0,150.0,200.0,100.0,500,150,0.0,0.0,0.0,0.0,250,one_wythe,window,300,330,450,330,0.0,0.0,0.0,0.0,26.0,running,mortar_bond,6.0,6.0,6.0,6.0,95.0,45.0,52.0,6.0,6.0,15.0,4#5.6,1#5.6,2#5.6,1#5.6,0.0,0#0@0,0.0,0#0@0,#3@34,15,4#5.6,0#0,2#5.6,0#0,360,#3@40,360,#3@40,#3@66,30,4#5.6,2#5.6,8#5.6,2#5.6,420,#3@60,420,#3@60,#3@136.6,0.0,0#0@0,0#0@0,0#0@0,0#0@0,28.5,0.0,0.0,0.0,390.5,0.0,0.0,0.0,0.0,0.0,0.0,26.4,0.0,M1 cement: lime: sand 1:1:6,1.75,15.18,0.0,cyclic,2,increasing,none,50.0,0.0,none,0,none,none,0.0,0.0,20880.0,68.13,0.0201,0.0396,38,0.0,"Diagonal sliding failure of masonry piers at 1.3% drift, with plastic hinges in columns and shear sliding in wall segments flanking the window opening","Major diagonal/sliding cracks in infill at 0.3-0.4% drift, flexural cracks in column external faces above bottom segment and between beam and window top, beam cracking at mid-span due to strut formation in piers","Diagonal sliding of piers dominated the failure at 1.3% drift, while bottom and upper wall segments failed in sliding along bed joints, with plastic hinges forming in columns at 0.4-0.9% drift",First major diagonal/sliding crack (0.3-0.4% drift) -> plastic hinges in columns (0.4-0.9% drift) -> sliding in wall segments -> diagonal sliding failure of piers (1.3% drift) with more favorable crack distribution than weak infill,"Better distribution of cracking in strong masonry piers compared to weak infill, with diagonal shear strains in piers and sliding strains in upper and lower wall segments",none,manual add stirrups at beam-column joint
109,DO2,0.3333333333333333,https://doi.org/10.1080/13632460701299138,Influence of Masonry Strength and Openings on Infilled R/C Frames Under Cycling Loading,"D. J. Kakaletsis, C. G. Karayannis",2008,1000.0,1500.0,150.0,150.0,200.0,100.0,500,150,0.0,0.0,0.0,0.0,250,one_wythe,door,0.0,0.0,0.0,0.0,300,640,450,0,30.0,running,mortar_bond,6.0,6.0,6.0,6.0,93.0,60.0,60.0,6.0,6.0,15.0,4#5.6,1#5.6,2#5.6,1#5.6,0.0,0#0@0,0.0,0#0@0,#3@34,15,4#5.6,0#0,2#5.6,0#0,360,#3@40,360,#3@40,#3@66,30,4#5.6,2#5.6,8#5.6,2#5.6,420,#3@60,420,#3@60,#3@136.6,0.0,0#0@0,0#0@0,0#0@0,0#0@0,28.5,0.0,0.0,0.0,390.5,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,M1 cement: lime: sand 1:1:6,1.53,2.63,0.0,cyclic,2,increasing,none,50.0,0.0,none,0,none,none,0.0,0.0,13100.0,61.56,0.0102,0.04,29.5,0.0,"Combined rocking and crushing failure, with one pier rocking and failing at top/bottom edges at 1.2-1.3% drift, and the other pier experiencing interior crushing at 2.7% drift, accompanied by plastic hinges in columns","Major diagonal/sliding cracks at 0.3% drift, flexural cracks in column external faces between beam and door top, beam cracks at mid-span rather than column faces due to strut formation","Pier between door and tensile column failed by rocking with excess compressive and tensile strength at top and bottom edges (1.2-1.3% drift), while pier between door and compressive column exhibited interior crushing (2.7% drift)",First major diagonal/sliding crack (0.3% drift) -> plastic hinges in columns (0.4-0.6% drift) -> sliding failure in upper wall segment -> rocking failure of one pier (1.2-1.3% drift) -> interior crushing of other pier (2.7% drift),"Upper wall segment formed compressive bearing at beam-column intersection, with strut formation in piers causing moments at beam mid-span, and rocking strains in one pier versus crushing strains in the other",none,manual add stirrups at beam-column joint
110,IDO2,0.3333333333333333,https://doi.org/10.1080/13632460701299138,Influence of Masonry Strength and Openings on Infilled R/C Frames Under Cycling Loading,"D. J. Kakaletsis, C. G. Karayannis",2008,1000.0,1500.0,150.0,150.0,200.0,100.0,500,150,0.0,0.0,0.0,0.0,250,one_wythe,door,0.0,0.0,0.0,0.0,300,640,450,0,26.0,running,mortar_bond,6.0,6.0,6.0,6.0,95.0,45.0,52.0,6.0,6.0,15.0,4#5.6,1#5.6,2#5.6,1#5.6,0.0,0#0@0,0.0,0#0@0,#3@34,15,4#5.6,0#0,2#5.6,0#0,360,#3@40,360,#3@40,#3@66,30,4#5.6,2#5.6,8#5.6,2#5.6,420,#3@60,420,#3@60,#3@136.6,0.0,0#0@0,0#0@0,0#0@0,0#0@0,28.5,0.0,0.0,0.0,390.5,0.0,0.0,0.0,0.0,0.0,0.0,26.4,0.0,M1 cement: lime: sand 1:1:6,1.75,15.18,0.0,cyclic,2,increasing,none,50.0,0.0,none,0,none,none,0.0,0.0,14450.0,59.06,0.0132,0.04,33.5,0.0,"Combined rocking and shear sliding failure, with one pier rocking and failing at edges at 1.2-1.3% drift, and the other pier experiencing shear sliding at 1.3% drift, with plastic hinges in columns","Major diagonal/sliding cracks at 0.3% drift, flexural cracks in column external faces between beam lower face and door top, beam cracking at mid-span due to pier strut formation","Pier between door and tensile column failed by rocking at 1.2-1.3% drift, while pier between door and compressive column failed by shear sliding at 1.3% drift, with plastic hinges forming in columns at 0.4-0.6% drift",First major diagonal/sliding crack (0.3% drift) -> plastic hinges in columns (0.4-0.6% drift) -> sliding in upper wall segment -> simultaneous rocking of one pier and shear sliding of other pier (1.2-1.3% drift),"Better crack distribution in strong infill compared to weak infill, with upper segment forming compressive bearing, rocking strains in one pier and shear sliding strains in the other pier",none,manual add stirrups at beam-column joint
